ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,NF, Volume(m3),Littoral Area (ha),Elevation (m), Watershed,Quad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5786,0.6,510,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64752,4.7,505,Black,Number Four 
,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722548,6.6,567,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30344,0.9,506,Black,Number Four 
,,,,,,,89,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130970,9.8,529,Black,Number Four 
,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88594,15.9,536,Black,Number Four 
,,,,,,,,,,29,,,52,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200609,14.3,533,Black,Number Four 
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7490,1.1,559,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15427,0.8,619,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85551,6.1,610,Black,Number Four 
21,,,,,,,,,10,135,1,,52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577919,9,589,Black,Eagle Bay 
,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56575,11,622,Black,Eagle Bay 
5,,,,,,,,,,71,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78970,6.1,596,Black,Eagle Bay 
3,,,,,,,,,,1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19473,2.7,594,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43453,5.5,611,Black,Eagle Bay 
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63133,0.9,364,Black,Brantingham 
,,,,,,,144,,,30,,,32,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334073,1.6,381,Black,Brantingham 
,10,3,,,,,39,,64,44,,,33,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649118,7.5,383,Black,Brantingham 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84093,0.5,387,Black,Brantingham 
,,,,,,,,,32,,3,,68,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24455,1,404,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9714,1.2,503,Black,Thendara 
7,,,,,,,25,,19,128,,,31,19,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982804,64.4,483,Black,Thendera
1,,,,,,,1,,,9,,,96,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25510,4.5,493,Black,Thendara 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,362922,7.2,555,Black,Thendara 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40819,6.7,579,Black,Number Four 
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21239,1.6,546,Black,Thendara 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40543,3.6,591,Black,Thendara 
7,,,,,,,39,,4,,,,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14251,3.5,559,Black,Thendara 
14,,,,,,,244,,28,20,4,,47,18,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,359639,6.9,566,Black,Old Forge 
,,,,,4,,6,,,1,,,36,6,16,29,11,,,,,,,,,,,,,,,10,,,,,,,,,,,,33,,,,,,,,,,,9918872,32,376,Black,Brantingham 
1,,,,,,,,,,1,,,3,10,,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264475,2.7,376,Black,Brantingham 
,,,,,1,,,,,,,,9,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41395,1.2,373,Black,Brantingham 
,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43272,0.7,369,Black,Brantingham 
,,,,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23302,2.4,479,Black,Thendera 
,,,,,,,,,4,3,71,,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58770,1.3,376,Black,Brantingham 
6,2,,,,,,50,128,13,106,,,56,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521123,17.3,469,Black,Thendera 
1,,,,,,,,,23,47,,,39,24,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143052,1.7,469,Black,Thendera 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19192,2.4,493,Black,Thendera 
6,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544603,9.6,526,Black,Thendara 
2,,,,,,,,57,3,22,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90777,1.6,518,Black,Thendara 
18,,,,,,,,2,9,63,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78335,4.7,546,Black,Thendara 
8,,,,,,,2,4,2,50,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362883,11.9,494,Black,Thendara 
1,,,,,,,73,,5,1,,,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213573,11.3,465,Black,Thendera 
,,,,,,,12,1,,,,,1,,,,4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51931,9.1,376,Black,Thendera 
4,,,,,,,,,,5,,,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17639,2.4,421,Black,Thendera 
,,,,,,,,,,,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423127,9.5,539,Black,Thendara 
,,,,,,,2,,,95,,,22,8,,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582517,32.3,487,Black,Thendara 
,,,,,,,67,,7,49,,,4,11,10,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347044,3.6,535,Black,Thendara 
,,2,,,,,314,19,54,46,,,19,11,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326725,5.5,533,Black,Thendara 
,,,,,,,6,,21,2,,,6,19,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56499,0.5,543,Black,Thendara 
,,,,,,,1,,,10,,,48,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28863,3.2,521,Black,Thendara 
,,,,,,,1,2,10,42,,,25,9,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23401,2.8,518,Black,Thendara 
,,,,,,,2,3,4,53,,,51,22,10,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191898,14.2,522,Black,Thendara 
,,,,,,,11,1,1,1,,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000,4.1,536,Black,Thendara 
3,,,,,,,157,,6,34,,,13,12,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356280,2.6,524,Black,Old Forge 
,,,,,,,,,,,,,,19,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109446,1.7,528,Black,Old Forge 
,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64811,2.5,613,Black,Eagle Bay
2,,,,,,,1,,1,62,,,6,1,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172456,2.4,535,Black,Eagle Bay 
13,,,,,,,4,1,14,61,,,120,37,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345107,41.9,531,Black,Eagle Bay 
4,,,,,,,11,,,58,,,16,1,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350759,13.5,537,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40544,3,608,Black,Eagle Bay 
,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151439,10.6,647,Black,Eagle Bay 
1,,,,,,,,42,16,135,,,25,6,6,73,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2733263,60.5,524,Black,Eagle Bay 
,,,,,,,32,,,1,,,18,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45515,6.9,540,Black,Eagle Bay 
1,,,,,,,,,,21,,,7,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22476,2.4,565,Black,Old Forge 
4,,,,,,,10,52,,40,,,3,3,4,26,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556630,2.9,535,Black,Eagle Bay 
,,,,,,,1,,,,,,3,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201701,1.5,530,Black,Eagle Bay 
,,,,,,,,,,,,,2,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175357,0.5,535,Black,Eagle Bay 
12,,,,,,,3,22,,85,,,12,1,,329,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597578,11.9,536,Black,Eagle Bay 
5,,,,,,,,,,68,,,9,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718878,10,553,Black,Eagle Bay 
41,,,,,,,,,,,,,68,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384903,12.8,553,Black,Eagle Bay 
11,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67741,10.2,555,Black,Eagle Bay 
3,,,,,,,1,3,7,120,,,62,,,71,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806668,12.7,536,Black,Eagle Bay 
1,,,,,,,,,2,16,105,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77953,0.9,601,Black,Eagle Bay 
11,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151520,9.7,585,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45178,2.9,648,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24482,0.5,692,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,143378,6.7,655,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16871,3,556,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,144693,10,594,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,169438,1.6,585,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54576,4.4,649,Black,Raquette Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,266376,4.7,598,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9240,1.6,637,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7845,1.2,639,Black,Beaver River 
,,,,,,,,,,,,,37,9,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546688,34,588,Black,Eagle Bay 
1,,,,,,,3,,,24,,,55,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691381,20.8,588,Black,Beaver River 
,,,,,,,11,,,,,,25,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53256,5.9,595,Black,Forked Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2703,0.4,619,Black,Forked Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,592203,9.2,610,Black,Forked Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96248,1.7,626,Black,Forked Lake 
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562109,4.4,565,Black,Eagle Bay 
,,,,,,,,,,,,,18,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419980,4.9,578,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33202,4.7,638,Black,Eagle Bay 
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434780,13.1,582,Black,Eagle Bay 
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717346,8.4,604,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,319732,14.3,633,Black,Eagle Bay 
,,2,,,,,87,1,,50,,1,22,30,21,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318537,20.6,524,Black,Old Forge 
,,,,,,,,,,,2,147,3,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41492,1.5,600,Black,Old Forge
,,,,,,,7,,,1,,,55,10,1,14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26455,2,526,Black,Eagle Bay 
,,,,,,,45,,,21,,1,44,35,20,69,,1,,,,,,,2,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1665077,21.1,544,Black,Old Forge 
5,,,,,,,,,11,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447450,0.5,586,Black,Raquette Lake 
71,,,,,,,9,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,51,,,,,,,,,,,,,1955900,9.9,614,Black,Raquette Lake 
1,,,,,,,,,,15,,,5,,15,,,8,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14541400,13.7,546,Black,Raquette Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9194,1,655,Black,Raquette Lake 
1,,,,,,,,,,,,,98,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60119,0.9,527,Black,Eagle Bay 
,,,,,,,43,,,1,,,3,,1,72,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109815,7.4,520,Black,Old Forge 
,,,,,,,185,,,,,,55,11,,278,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241520,12.6,521,Black,Old Forge 
74,,,,,,,19,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250158,17.8,537,Black,Old Forge 
,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69658,2.4,582,Black,Thendara 
6,31,,,,,,,,,60,,,170,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120301,50.3,519,Black,Old Forge 
1,2,,,,,,9,,9,8,,,1,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15769,2,519,Black,Old Forge 
24,,,,,,,,,45,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,0.6,493,Black,Mckeever 
,,,,,,,11,,1,,,,88,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41757,4.7,526,Black,Old Forge
10,,,,,,,,,56,49,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17380,2.7,558,Black,Old Forge 
,,,,,,,33,,,28,,,241,19,34,86,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11475680,60.2,576,Black,Old Forge 
,,,,,,,20,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20075,6.5,594,Black,Old Forge 
14,,,,,,,,9,49,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83604,1.4,582,Black,Old Forge 
,,,,,,,,,44,61,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59741,6.9,593,Black,Old Forge
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8598,1.5,643,Black,Old Forge 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89283,2.1,646,Black,Old Forge 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40766,0.9,664,Black,Old Forge 
,2,,,,,,,,24,4,,,,,,,,,,,,,,,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,480766,4.9,586,Black,Old Forge 
,4,,,,,,,17,48,76,23,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,100373,3.6,586,Black,Wakely Mtn. 
4,6,,,,,,3,,8,134,,,197,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066507,37.6,559,Black,Wakely Mtn.
11,,,,,,,,,2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249291,14.7,645,Black,Wakely Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7295,0.7,637,Black,Wakely Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,981066,21.7,654,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28787,2.4,668,Black,West Canada Lakes 
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447359,9.6,701,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,103161,4.9,771,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3502,0.7,728,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15489,2.5,722,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40650,2.4,771,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8934,1.3,739,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23866,2.3,740,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20033,2,750,Black,Honnedaga Lake 
,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6350,0.6,674,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28033,2.9,773,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9013,1.4,732,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,946594,3.4,789,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5382,0.6,810,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,134386,5.8,810,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104092,7.3,811,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19270,0.5,756,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8399,2.2,741,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,121033,2.8,792,Black,Wakely Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2419539,8,722,Black,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,128145,3.1,771,Black,West Canada Lakes 
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193501,0.9,566,Black,Wakely Mtn. 
,,,,,,,29,,1,2,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112269,5.3,566,Black,Wakely Mtn. 
10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32928,3.2,583,Black,Wakely Mtn. 
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128778,1.1,583,Black,Wakely Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,111776,10.4,636,Black,Wakely Mtn.
8,,,,,,,,,83,2,,,33,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55303,9,584,Black,Wakely Mtn. 
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428130,8.3,759,Black,Wakely Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15238,1.6,843,Black,Wakely Mtn. 
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32054,4.4,726,Black,Wakely Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89690,7.9,875,Black,Wakely Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35613,4.1,908,Black,Wakely Mtn. 
32,,,,,,,67,42,34,114,1,,113,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337485,39.3,643,Black,Wakely Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,131213,0.9,396,Black,Mckeever
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12036,1,497,Black,Mckeever 
29,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119597,3.5,497,Black,Mckeever 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33395,0.5,363,Black,Mckeever 
,,,,,,,5,,,,,,104,2,,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237183,13.9,387,Black,Mckeever 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43473,0.6,411,Black,Mckeever 
,,,,,,,32,,,19,,,8,1,7,23,1,3,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1679021,5.3,424,Black,Mckeever 
,,,,,,,9,,,12,,,,2,,5,17,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49584,3.2,430,Black,Mckeever 
,,,,3,,,135,,,10,,,6,3,13,70,2,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598597,38.6,447,Black,Mckeever 
2,,,,,,,104,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130931,3.3,479,Black,Mckeever 
,,,,,,,19,,,8,,,1,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43945,4.9,448,Black,Mckeever 
,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30245,0.8,473,Black,Mckeever 
,,,,,,,40,,,24,,,7,1,1,47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901638,56.1,462,Black,Mckeever 
1,4,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57362,5.9,418,Black,Mckeever 
,1,,,,1,3,20,,,20,,,1,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147729,5.2,342,Black,Forestport
