Pond #,Pond Name,Town,Quad,Park,Ownership,Wilderness Area,County, Watershed, LTM, Primitive Area, Wild Forest Area,Latitude,Longitude,Watershed Area (ha), Volume(m3),WA/SA ratio,Max Depth (m),NYTMN,NYTME,Runoff (cm),Littoral Area (ha),%Shore Slope >5deg,Mean Depth (m),Elevation (m), Surface Area (ha),Flushing Rate(times/yr),Shoreline Length (km),Date,ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,NF
40522,HIGBY TWINS EAST POND ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435742,745604,110.8,142774,17,6.7,48671,5051,76,4.2,5,2.2,586,6.5,5.9,1.6,6/5/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40523,HIGBY TWINS WEST POND ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435743,745614,74.7,166396,14.4,7.6,48672,5048,76,2.8,0,3.2,600,5.2,3.4,1.3,6/5/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40524,MUD POND ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435850,745529,298.4,7777,248.7,1.5,48695,5061,76,1.2,99,0.6,611,1.2,291.6,0.5,6/6/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40525,CLEAR LAKE ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435856,745524,277.2,3462383,6.9,20.4,48703,5063,76,6.9,65,8.6,613,40,0.6,3.7,6/5/1984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40526,UNNAMED POND ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435907,745557,30.1,58568,13.7,6.7,48699,5053,76,1.4,20,2.7,648,2.2,3.9,0.6,6/10/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40527,SUMMIT POND ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435929,745525,40.4,247012,7.6,9.1,48708,5060,76,1.7,90,4.7,630,5.3,1.2,1,6/4/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40528,WITCH HOPPLE POND ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435747,745534,1937.3,1449278,51.5,8.8,48677,5066,76,14.4,10,3.8,533,37.6,10.2,4.9,6/6/1984,2,,,,,,,13,,,2,,,86,6,,416,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40529,NEGRO LAKE ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435923,745313,409.6,3669648,8.4,26.8,48708,5099,76,13,5,7.6,563,48.5,8,4.9,6/4/1984,1,,,,,,,33,3,,150,,,4,5,,92,,,,,,,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
40530,BEAVERDAM POND,Webb,Beaver River,Y,Public,Five Ponds,Herkimer,Black,N,None,None,435812,745405,415.1,222419,31.9,4.6,48683,5082,76,10.5,5,1.7,526,13,14.2,2.1,6/7/1984,,,,,,,,1,,,,,,13,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40531,WILDER POND ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435907,745152,56.7,43973,14.2,2.1,48702,5111,76,4,40,1.1,591,4,9.8,1.2,6/7/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40536,UNNAMED POND ,Webb ,Beaver River ,Y ,Private ,None ,Herkimer,Black,N,None,None,435640,745319,146.9,67170,16.7,1.8,48654,5090,76,8.8,70,0.8,515,8.8,16.6,1.8,5/28/1986,6,,,,,,,10,,,,,,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40537,FALLS LAKE ,Webb ,Beaver River ,Y ,Private ,None ,Herkimer,Black,N,None,None,435614,745234,84.9,1054856,2.3,6.4,48645,5095,76,19.5,1,2.8,514,37.5,0.6,3,5/28/1986,,,,,,,,,,,,,,,6,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40540,BUCK POND ,Webb ,Beaver River ,Y ,Public ,Five Ponds ,Herkimer,Black,N,None,None,435804,745025,131.1,44099,46.8,3,48682,5126,76,2.8,95,1.6,561,2.8,22.6,0.8,6/7/1984,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40542,HARRINGTON POND ,Long Lake ,Wolf Mtn. ,Y ,Public ,None ,Hamilton,Black,N,Unnamed,None,440121,744557,1619.2,23179,506,0.9,48743,5188,76,3.2,99,0.7,530,3.2,530.9,0.9,6/20/1985,1,,,,,,,40,,3,2,1,,34,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40543,SCHLEY POND ,Long Lake ,Wolf Mtn. ,Y ,Private ,None ,Hamilton,Black,N,None,None,440131,744718,188.8,7251,125.9,0.6,48746,5170,76,1.5,99,0.5,533,1.5,197.9,0.6,6/20/1985,7,,,,,,,90,,87,11,1,,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40544,RAINER POND ,Long Lake ,Wolf Mtn. ,Y ,Mixed ,None ,Hamilton,Black,N,Lake Lila,None,440042,744758,182.1,95865,31.9,3.4,48729,5158,76,4,50,1.7,533,5.7,14.4,1.1,6/4/1984,2,,,,,,,154,,10,6,,,35,9,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40545,SNELL POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Black,N,None,None,440143,744411,144.9,102947,13.3,2.1,48750,5214,76,10.9,35,0.9,569,10.9,10.7,2.4,6/18/1985,,,,,,,,384,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40547,LILYPAD POND ,Long Lake ,Forked Lake ,Y ,Private ,None ,Hamilton,Black,N,None,None,435854,744355,3118.7,48532,452,4.6,48695,5220,76,6.8,85,0.7,529,6.9,488.4,1.8,6/4/1986,,,,,,,,43,,77,4,,,42,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40548,MUD POND ,Long Lake ,Forked Lake ,Y ,Private ,None ,Hamilton,Black,N,None,None,435848,744308,3027.3,263354,191.6,7,48697,5231,76,12.5,75,1.7,529,15.8,87.4,2.5,6/18/1985,5,,,,,,,74,6,40,56,,,58,7,,56,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40552,SALMON LAKE ,Long Lake ,Forked Lake ,Y ,Private ,None ,Hamilton,Black,N,None,None,435751,744027,1999.5,10919650,15.2,27.1,48671,5262,76,29.2,5,8.3,550,131.7,1.4,8.5,6/2/1986,40,,,,,,,47,,,69,,,102,132,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,8,,,,,,,,,,
40558,FLY POND WEST ,Long Lake ,Forked Lake ,Y ,Private ,None ,Hamilton,Black,N,None,None,435633,744023,159.4,6185,144.9,1.5,48654,5262,76,1.1,50,0.6,625,1.1,195.9,0.5,6/2/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40560,EAST POND ,Long Lake ,Forked Lake ,Y ,Private ,None ,Hamilton,Black,N,None,None,435547,744146,260.6,1523852,11.7,17.1,48642,5246,76,7.2,5,6.8,592,22.3,1.3,2.3,9/9/1986,18,,,,,,,,,392,116,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40561,DEER POND ,Long Lake ,Beaver River ,Y ,Private ,None ,Hamilton,Black,N,None,None,435600,744700,126.3,552705,7.7,10.4,48638,5174,76,9.6,1,3.4,601,16.4,1.7,2.1,5/29/1986,12,,,,,,,,,,42,46,,37,18,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40562,WEST POND ,Long Lake ,Forked Lake ,Y ,Private ,None ,Hamilton,Black,N,None,None,435540,744410,345.9,561777,11.3,4,48635,5209,76,22.7,10,1.8,580,30.5,4.7,3.8,9/8/1986,42,,,,,,,,,56,129,,,,62,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
40563,NORTH POND ,Long Lake ,Forked Lake ,Y ,Private ,None ,Hamilton,Black,N,None,None,435636,744307,123.2,556178,5.6,4,48649,5226,76,10.9,1,2.5,567,21.9,1.7,3.2,9/10/1986,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40564,PANTHER POND ,Long Lake ,Forked Lake ,Y ,Private ,None ,Hamilton,Black,N,None,None,435737,744300,91.8,47111,23,2.1,48675,5229,76,4,65,1.2,543,4,14.8,1.1,6/2/1986,4,,,,,,,139,,10,16,,,46,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40565,SHINGLE SHANTY POND ,Long Lake ,Beaver River ,Y ,Private ,None ,Hamilton,Black,N,None,None,435508,744630,618.8,851530,21,7.6,48624,5176,76,16.2,35,2.9,579,29.4,5.5,2.8,6/18/1985,20,,,,,,,109,,5,50,,,28,40,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40566,UNNAMED POND ,Long Lake ,Beaver River ,Y ,Private ,None ,Hamilton,Black,N,None,None,435447,744633,231.9,71176,35.7,3,48618,5181,76,6.5,90,1.1,596,6.5,24.8,1.5,6/18/1985,14,,,,,,,46,,1,,,,72,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40567,THAYER LAKE ,Long Lake ,Beaver River ,Y ,Private ,None ,Hamilton,Black,N,None,None,435601,745012,305.1,1366873,6.2,4.3,48641,5134,76,16.3,3,2.8,543,48.9,1.7,4.2,5/28/1986,3,,,,,,,79,,6,129,,,34,89,,78,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40568,ROSE POND ,Webb ,Beaver River ,Y ,Private ,None ,Herkimer,Black,N,None,None,435515,745050,1435.3,489969,93.8,6.7,48625,5139,76,7,5,3.2,543,15.3,22.3,1.9,5/27/1986,23,,,,,,,55,,,14,,,36,29,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40569,UNNAMED POND ,Long Lake ,Beaver River ,Y ,Public ,Pigeon Lake ,Hamilton,Black,N,None,None,435435,744925,105.9,10925,132.4,3,48617,5142,76,0.8,8,1.3,576,0.8,73.7,0.3,6/11/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40570,TERROR LAKE ,Long Lake ,Beaver River ,Y ,Public ,Pigeon Lake ,Hamilton,Black,N,None,None,435338,744905,418.3,354752,16.7,3.6,48594,5142,76,23.7,20,1.4,618,25,9,5.3,6/11/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40571,EAST POND ,Webb ,Eagle Bay ,Y ,Public ,Pigeon Lake ,Herkimer,Black,N,None,None,435155,745159,84,306946,7.9,7.6,48565,5111,76,6,10,2.9,649,10.6,2.1,1.7,6/13/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40573,RAZORBACK POND ,Webb ,Eagle Bay ,Y ,Public ,None ,Herkimer,Black,N,None,Moose River,435055,745523,30.2,193101,5.7,10.7,48550,5064,76,2.6,90,3.7,668,5.3,1.2,1.2,6/12/1984,2,,,,,,,,,,9,,,,,,,,,,,,,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40574,MUD LAKE ,Webb ,Beaver River ,Y ,Public ,None ,Herkimer,Black,N,None,Independence River,435343,745800,176.4,105857,17.3,1.8,48600,5024,76,10.1,30,1,531,10.2,12.7,1.7,6/27/1984,,,,,,,,3,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040576A,OUTLET POND ,Webb ,Eagle Bay ,Y ,Private ,None ,Herkimer,Black,N,None,None,435135,745807,318.9,49177,61.3,1.8,48572,5027,76,5.2,25,0.9,581,5.2,49.3,1.4,6/4/1985,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40577,LITTLE ROCK POND ,Webb ,Eagle Bay ,Y ,Private ,None ,Herkimer,Black,N,None,None,435000,745634,166.8,26095,69.5,3,48532,5046,76,2.4,25,1.1,588,2.4,48.6,0.8,6/6/1985,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40578,BUCK POND ,Webb ,Eagle Bay ,Y ,Private ,None ,Herkimer,Black,N,None,None,434926,745601,78,338142,9.3,10.7,48519,5056,76,3.8,20,4,615,8.4,1.8,1.2,6/5/1985,13,,,,,,,,,,,37,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40579,SNAKE POND ,Webb ,Eagle Bay ,Y ,Public ,None ,Herkimer,Black,N,None,Independence River,435003,745503,1451.7,219469,198.9,7.3,48533,5068,76,3.8,80,3,588,7.3,50.2,1.2,6/28/1984,3,,,,,,,8,,,,,,21,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40580,SILVER LAKE ,Webb ,Eagle Bay ,Y ,Private ,None ,Herkimer,Black,N,None,None,435031,745432,137.9,1197712,6.6,18.3,48543,5070,76,7.2,25,5.7,641,20.9,0.9,2.3,5/28/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40581,POCKET PONDS ,Webb ,Eagle Bay ,Y ,Public ,None ,Herkimer,Black,N,None,Moose River,435000,745250,37.8,64329,18.9,11.6,48532,5095,76,1.2,0,3.2,681,2,4.5,0.8,7/2/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40582,SOUTH POND ,Webb ,Eagle Bay ,Y ,Public ,Pigeon Lake ,Herkimer,Black,N,None,None,435038,745253,176.4,315795,10.9,9.1,48545,5101,76,13.1,20,1.9,624,16.2,4.2,2.6,6/7/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40583,JOCK POND ,Webb ,Eagle Bay ,Y ,Public ,Pigeon Lake ,Herkimer,Black,N,None,None,435102,745142,35.3,39588,11,4,48551,5113,76,2.9,30,1.2,643,3.2,6.8,1.1,6/6/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40584,TWITCHELL LAKE ,Webb ,Eagle Bay ,Y ,Mixed ,None ,Herkimer,Black,N,None,Independence River,435028,745336,731.6,1822596,12.6,10.4,48550,5092,76,28.3,5,3.1,625,58.2,3.1,6.5,10/15/1985,44,,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40585,OSWEGO POND ,Webb ,Eagle Bay ,Y ,Public ,Pigeon Lake ,Herkimer,Black,N,None,None,435101,745400,98.3,56304,30.7,4.3,48552,5080,76,2.8,30,1.7,654,3.2,13.3,0.8,6/28/1984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40586,LITTLE BIRCHES POND ,Webb ,Eagle Bay ,Y ,Private ,None ,Herkimer,Black,N,None,None,435118,745242,141.4,57170,48.8,6.4,48555,5010,76,2.3,3,2,626,2.9,18.8,0.9,5/28/1986,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40587,LILYPAD POND LOWER ,Webb ,Eagle Bay ,Y ,Public ,Pigeon Lake ,Herkimer,Black,N,None,None,435115,745216,88.2,83264,9.5,4.6,48553,5105,76,9,40,0.9,628,9.3,8.1,1.8,6/12/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40595,CRYSTAL LAKE ,Watson ,Crystal Dale ,Y ,Private ,None ,Lewis,Black,N,None,None,435023,751650,207.4,2026267,6.8,13.7,48538,4779,64,8.2,15,6.6,378,30.5,0.7,2.5,9/18/1985,,,,,,,,,,,1,,,,,41,6,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40597,CHASE LAKE ,Watson ,Crystal Dale ,Y ,Private ,None ,Lewis,Black,N,None,None,434542,751851,1508,2265169,34,18.3,48450,4754,64,16.9,8,5.1,379,44.4,4.3,6.9,10/6/1986,,,,,,12,,,,,32,,,7,9,15,3,,44,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,
40600,PARSONS POND ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,None,434535,751722,6.2,80408,2,4.9,48450,4765,64,1.8,20,2.6,383,3.1,0.5,0.8,10/6/1986,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40602,UPPER CHASE LAKE ,Watson ,Crystal Dale ,Y ,Private ,None ,Lewis,Black,N,None,None,434608,751702,625.8,180120,64.5,3.7,48459,4773,64,7.1,5,1.9,382,9.7,22.2,1.5,10/7/1986,,,,,,6,,4,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40605,HINCHINGS POND ,Watson ,Crystal Dale ,Y ,Private ,None ,Lewis,Black,N,None,None,434526,751643,60,310108,9.8,13.7,48446,4775,64,2.1,20,5.1,385,6.1,1.2,1,9/25/1985,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40607,CORK POND ,Watson ,Crystal Dale ,Y ,Mixed ,None ,Lewis,Black,N,None,Independence River,434703,751603,8.8,49142,7.3,9.1,48478,4785,64,0.5,90,4.1,396,1.2,1.1,0.5,9/3/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40608,EVIES POND ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434643,751627,21.5,57912,14.3,8.5,48472,4780,64,0.6,40,3.9,383,1.5,2.4,0.6,9/3/1985,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40610,LONG LAKE ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434642,751618,24.2,152052,4.7,7.6,48471,4784,64,2.5,20,3,396,5.1,1,1.4,9/3/1985,4,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40611,SPECTACLE POND EAST ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434640,751602,2.9,28421,4.1,4.6,48470,4784,64,0.3,99,3.5,387,0.7,0.7,0.3,9/25/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40612,SPECTACLE POND WEST ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434647,751613,6.5,28173,8.1,6.4,48469,4782,64,0.4,99,3.5,387,0.8,1.5,0.3,9/24/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40613,MAHAN POND ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434620,751602,11.7,28127,9.8,4,48464,4784,64,0.7,99,2.3,387,1.2,2.7,0.4,9/24/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40615,NORTH POND ,Watson ,Number Four ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434649,751324,183.7,23347,76.5,1.8,48474,4820,64,2.4,99,1,407,2.4,50.4,0.6,6/26/1984,,,,,4,,,22,,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40617,STONY LAKE ,Watson ,Number Four ,Y ,Mixed ,None ,Lewis,Black,N,None,Independence River,434638,751302,102.2,675046,3.9,6.1,48467,4826,64,15,60,2.6,407,26,1,3.2,6/5/1985,,,,,7,,,299,,,1,,,73,3,1,18,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40618,HOPSICKER POND ,Watson ,Crystal Dale ,Y ,Private ,None ,Lewis,Black,N,None,None,434723,751642,9.3,49173,5.8,9.1,48485,4777,64,0.9,70,3.1,383,1.6,1.2,0.6,9/5/1985,,,,,,,,,,,,,,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40619,CLEVELAND LAKE ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434748,751657,39.4,172127,9.2,9.1,48492,4773,64,1.7,10,4,377,4.3,1.5,1,10/8/1986,26,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40620,PAYNE LAKE ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434738,751729,42,218871,6,6.7,48489,4766,64,3.5,10,3.1,375,7,1.2,1.3,10/8/1986,36,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40622,HUCKLEBERRY LAKE ,Watson ,Crystal Dale ,Y ,Private ,None ,Lewis,Black,N,None,None,434736,751530,68,271921,4.5,7.9,48489,4797,64,12.2,15,1.8,396,15.2,1.6,2.9,10/9/1986,,,,,,,,,,,1,,,46,20,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40625,HALFMOON LAKE ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434858,751523,143.5,182418,20.8,6.1,48516,4796,64,4.1,80,2.6,389,6.9,5,1.8,9/26/1984,,,,,,,,,,,,,,2,56,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40626,GOURD POND ,Watson ,Crystal Dale ,Y ,Public ,None ,Lewis,Black,N,None,Independence River,434956,751546,90.2,2711,112.8,0.9,48532,4790,64,0.8,90,0.3,357,0.8,212.9,0.4,9/26/1984,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
